reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
be37d3ed-7a0f-4456-868c-164e5eea69b8,Ankit Gupta,https://play-lh.googleusercontent.com/a-/ALV-UjU4KtIFoNqgrC40Q0Xuw7KYd_jfCgBTHBYXdR6uUfVjkwCMoMrD,very bad service. slow delivery,1,0,,2026-06-16 16:46:14,"Hi, thank you so much for bringing this issue to our attention and please accept our apology for the unfortunate situation. Please open this https://bit.ly/3BqCWC2 and share your details, so that our team can get back to you. Customer satisfaction is our number one priority and we request you to provide us another chance.",2026-06-16 16:55:07,
025a0ba3-6d32-49fd-9bab-03cc93680edd,SAHANA M,https://play-lh.googleusercontent.com/a/ACg8ocLnYqHZlTwU13HS3uEnY4qKEnvWSuQlh0-jfrghpWM16nmNJQ=mo,my app not working,1,0,28.1,2026-06-16 16:42:41,"Hi, we appreciate your concern in bringing this to our notice and this is not the standards which we have set at Meesho. Please fill this form: https://bit.ly/3BqCWC2 and share your details, so that our team can resolve your concern. This makes us all the more keener to ensure this instance doesn’t repeat.",2026-06-16 16:55:24,28.1
2df7bc46-8635-4615-a65a-be2fd4556b22,Sabir Khan,https://play-lh.googleusercontent.com/a-/ALV-UjVCf0Ge64rclmY-vlZEOAUbBO4wQzMiV5baYnm8ZXtE60rtIYnOnQ,nice good,5,0,28.0,2026-06-16 16:40:54,"Hi, Thanks so much for your feedback! We’re really glad you enjoyed our product & service; we’ve found it’s a definite customer favorite! Thanks again for the review and for being such a great customer.",2026-06-16 16:55:10,28.0
649f73c2-26cb-4c57-b0e9-e7382b7fdf4e,Lalita Sonar,https://play-lh.googleusercontent.com/a-/ALV-UjXKgyoTj9OGKJ4b2yd7c5MX3lxvWMT-ryZ2CSaLXFI2IN4uZPXq,This app is very good and highly effective.,5,0,28.0,2026-06-16 16:40:05,"Hi, Wow, we were blown away by your positive words, we really appreciate the time you took to write such a detailed review! Thanks again!",2026-06-16 16:55:21,28.0
95f2b3eb-6fd9-449d-9637-1e6a9e5f6f94,Manjeetha Mehra,https://play-lh.googleusercontent.com/a/ACg8ocLsqxcfFE11LoHvugy-El7eZxfVGDsPgv6TeK-3-x5KO0zkFQ=mo,it is good,5,0,28.1,2026-06-16 16:34:57,"Hi, Wow, we were blown away by your positive words, we really appreciate the time you took to write such a detailed review! Thanks again!",2026-06-16 16:55:11,28.1
5704215d-8197-4e18-b438-6767dd705594,sony dubba sony,https://play-lh.googleusercontent.com/a-/ALV-UjW5pVKhJwPZm8K6p2BK9S5Rl6OyU2y8tv9NEwaXM74G8YN10v0,good any thing,5,0,28.0,2026-06-16 16:34:07,"Hi, We’d just like to thank you for taking the time to write this review of our product and service. Every bit of feedback like this does so much to help us out! Looking forward to seeing you again soon! We’re very grateful for customers like you and hope you stick with us for years to come! Thanks again!",2026-06-16 16:55:20,28.0
2b727c60-10ac-4470-984d-64c8f15a71d2,DEEPTI DAS,https://play-lh.googleusercontent.com/a/ACg8ocK870gK1hFwplmmMXiUCz1wEX44KZWZAuuLVPC7eIHPgx5FkNo=mo,worst delivery service. I ordered some birthday decoration items but it was unable to reach on time The delivery was 4-5 days delayed,1,0,28.0,2026-06-16 16:29:19,"Hi, Thanks so much for bringing this issue to our attention and please let me apologize for the unacceptable way in which you’ve been treated. Keeping our customers happy is our number one priority and we’d like to ask you for another chance to retain you as a customer.",2026-06-16 16:55:05,28.0
c03abd4c-fbe4-4808-982c-c84897475f30,Vikas Kadam,https://play-lh.googleusercontent.com/a-/ALV-UjVILbiJviqWR-FBy1FJxSoJD4Wy0BWTp3NC1DUT9iESlOh_zpkP,very good app because products is very sefly come,5,0,28.0,2026-06-16 16:27:43,"Hi, We’d just like to thank you for taking the time to write this review of our product and service. Every bit of feedback like this does so much to help us out! Looking forward to seeing you again soon! We’re very grateful for customers like you and hope you stick with us for years to come! Thanks again!",2026-06-16 16:55:26,28.0
742fc3bf-277e-456b-a885-66affd3ad41c,Sangita Majhi,https://play-lh.googleusercontent.com/a-/ALV-UjVRpPBNZO6EFYGTSdc-ZQq82PxkgiUFhS_jyPPkuKXVmjXEX7g,awesome 👍,5,0,28.0,2026-06-16 16:27:06,"Hi, Wow, we were blown away by your positive words, we really appreciate the time you took to write such a detailed review! Thanks again!",2026-06-16 16:55:18,28.0
f380d4d0-4a0c-493e-885d-5e99da4ffafb,sandy mudgal,https://play-lh.googleusercontent.com/a-/ALV-UjUV7SyXjCxc_TIQs3yzMbhns83aG-zwwA_jALsS-_2lSV2klTPP,nice,5,0,28.0,2026-06-16 16:26:57,"Hi, We can’t thank you enough for the kind words about product & service. Your review means a lot to us and lets us know we’re on the right track! Looking forward to seeing you again soon and thanks again!",2026-06-16 16:55:13,28.0
